BookAuthor,BookTitle,ISBN,Price,Publisher,YearOfPublication
Melody Carlson,Angels in the Snow: A Novella,080071816X,10,Revell,2002
Melody Carlson,Awakening Heart (Portraits/Melody Carlson),1556619987,10,Bethany House Publishers,1998
Melody Ermachil Chavis,Altars in the Street: A Courageous Memoir of Community and Spiritual Awakening,0609801961,10,Three Rivers Press (CA),1998
Melody Ermachild Chavis,Altars in the Street: A Neighborhood Fights to Survive,0517704927,9,Random House Inc,1997
Melody Morgan,Abiding Hope,0843944935,8,Leisure Books,1999
Melody Morgan,Abiding Love,0843938250,11,Leisure Books,1995
Melvil Dewey,Abridged Dewey decimal classification and relative index,091060813X,10,Forest Press,1971
Melville,Alexa,0345286340,11,Ballantine Books,1980
Melville Wheaton,All Aboard America: Classic American Trains,0831714522,10,Smithmark Publishers,1996
Melvin Berger,101 Nutty Nature Jokes,0590477633,11,Scholastic Paperbacks (Mm),1994
Melvin Berger,101 President Jokes,059013440X,13,Scholastic,1990
Melvin Berger,101 President Jokes,0590431668,10,Scholastic Paperbacks,1989
Melvin Berger,101 Spooky Halloween Jokes,0590471430,9,Scholastic Paperbacks (Mm),1993
Melvin Berger,101 Wacky Camping Jokes,059045773X,9,Scholastic Paperbacks (Mm),1997
Melvin Berger,101 Wacky State Jokes,0590444875,10,Scholastic Paperbacks (Mm),1991
Melvin Berger,All About Magnifying Glasses (Do-It-Yourself Science),0590455109,11,Scholastic Paperbacks (T),1994
Melvin Berger,All About Seeds (Do-It-Yourself Science),0590449095,8,Scholastic Paperbacks (T),1994
Melvin Burgess,Billy Elliot,1903434335,13,Chicken House,2001
Melvin Burgess,Billy Elliot,2070548171,12,Gallimard,2001
Melvin Burgess,Billy Elliot: A Novel,0439312280,11,Scholastic,2001
Melvin Burgess,Bloodtide,0765300486,12,Tor Books,2001
Melvin Burgess,Bloodtide,0765340143,10,Tor Books,2002
Melvin D. Levine,All Kinds of Minds: A Young Student's Book About Learning Abilities and Learning Disorders,0838820905,12,"Educators Publishing Service, Incorporated",1992
Melvin Jules Bukiet, Stories of an Imaginary Childhood,0810110318,11,Northwestern Univ Pr,1991
Melvin Jules Bukiet,After,0312167601,12,Picador USA,1997
Melvin Patrick Ely,Adventures of Amos 'N' Andy: A Social History of an American Phenomenon,0029095026,13,Simon  Schuster,1991
Melvin Van Peebles,Bold Money: How to Get Rich in the Options Market,0446343951,11,Warner Books,1987
"Melvin, M.D. Konner",Becoming a Doctor: A Journey of Initiation in Medical School,0670805548,9,Penguin USA,1987
"Melvin, Md. Konner",Becoming a Doctor: A Journey of Initiation in Medical School,0140111166,10,Penguin Books,1988
Melvyn Bragg,A Son of War,1559706864,11,Arcade Publishing,2003
Melvyn Bragg,A Time To Dance,0340568488,11,Hodder  Stoughton General Division,1992
Mem Fox,Arabella: The Smallest Girl in the World,0590410512,9,Scholastic Paperbacks (T),1987
Meng Wang,100 Glimpses into China,7119005820,12,Foreign Languages Press,1989
Mercedes Lackey,A Cast of Corbies (Bardic Choices),0671722077,13,Baen,1994
Mercedes Lackey,Alta,0756402166,12,Daw Books,2004
Mercedes Lackey,Arrow's Fall,0886772559,9,New Amer Library,1988
Mercedes Lackey,"Arrow's Fall (The Heralds of Valdemar, Book 3)",0886774004,12,Daw Books,1996
Mercedes Lackey,Arrow's Flight (Heralds of Valdemar),0886772222,10,New Amer Library,1987
Mercedes Lackey,"Arrow's Flight (The Heralds of Valdemar, Book 2)",0886773776,11,Daw Books,1987
Mercedes Lackey,"Arrows of the Queen ( The Heralds of Valdemar, Book 1)",0886773784,11,Daw Books,1996
Mercedes Lackey,Arrows of the Queen (Heralds of Valdemar),0886771897,10,Daw Books,1987
Mercedes Lackey,Bedlam's Bard,0671878638,12,Baen,1998
Mercedes Lackey,Beyond World'S End,0671318551,11,Baen,2001
Mercedes Lackey,Beyond World'S End,0671319558,9,Baen,2001
Mercedes Lackey,Born to Run,0671721100,10,Baen,1992
Mercer Mayer,8 Favorite Little Critter Books Just for You: Just for You/Just Me and My Dad/I Was So Mad/Just Grandma and Me/When I Get Bigger/Just Go to Bed/Me T,0307162052,12,Random House Childrens Books,1993
Mercer Mayer,A Very Special Critter (A Golden Look-Look Book),030712763X,9,Golden Books,1993
Mercer Mayer,All by Myself (Golden Look-Look Books),0307619389,10,Not Avail,1985
Mercer Mayer,All by Myself (Look-Look),0307119386,9,Golden Books,2001
Mercer Mayer,Astronaut Critter (Mercer Mayer Little Critter Board Books Series),0671611429,8,Simon  Schuster (J),1986
Mercer Mayer,"Baby Sister Says No (Mayer, Mercer, Little Critter Book.)",0307119491,8,Golden Books,2000
Meredith A. Pierce,A Gathering of Gargoyles,0812549023,12,Tor Books (Mm),1985
Meredith Ann Pierce,A Gathering of Gargoyles ([The Darkangel trilogy),0316707376,12,Little Brown  Co,1984
Meredith Ann Pierce,"A Gathering of Gargoyles: The Darkangel Trilogy, Volume II",0152018018,8,Magic Carpet Books,1998
Meredith Ann Pierce,Birth of the Firebringer,0590402803,10,Scholastic Paperbacks (Mm),1987
Meredith Ann Pierce,"Birth of the Firebringer (Firebringer Trilogy, V. 1.)",0142500534,8,Firebird,2003
Meredith Books,A Cross Stitch Christmas: Handmade Treasures (Better Homes and Gardens),0696200376,12,Meredith Books,1995
Meredith Lindley,"Against the Wind (Silhouette Romance, 116)",0671571168,12,Pocket Book,1981
Meredith Press [1968] New York,Better Homes and Gardens Eat and Stay Slim,0696004402,8,Meredith Books,1968
Meredith Rich,Bijoux,0312923392,13,St Martins Pr (Mm),1990
Meredith Sue Willis,A space apart,0684160714,8,Scribner,1979
Meredith Webber,"A Winter Bride (St. Elizabeth's Children's Hospital, 1)",0373631596,11,Harlequin Enterprises Limited,2000
Merican Academy of Arts and Sciences,America's Museums,0877240167,13,Amer Acad of Arts  Sciences,1999
Merikay McLeo,Betrayal: The Shattering Sex Discrimination Case of Silver Vs. Pacific Press Publishing Association,0961423005,12,Mars Hill Pubns,1985
Merle Collins,Angel,0931188644,9,Pub Group West,1988
Merle Ginsberg,Boy George,044010761X,9,Dell Publishing Company,1984
Merle Good,"20 Most Asked Questions About the Amish and Mennonites (People's Place Book, No 1)",1561481858,10,Good Books,1995
Merlin D. Tuttle,America's Neighborhood Bats,0292704038,11,Univ of Texas Pr,1988
Merlin Stone,Ancient Mirrors of Womanhood: A Treasury of Goddess and Heroine Lore from Around the World,0807067199,11,Beacon Press,1984
Merlin Tuttle,America's Neighborhood Bats: Understanding and Learning to Live in Harmony With Them,0292704062,9,Univ of Texas Pr,1988
Merline Lovelace,A Savage Beauty,155166707X,10,Mira,2003
Merline Lovelace,After Midnight,0451410726,11,Onyx Books,2003
Merline Lovelace,Alena (Harlequin Historical No 220),0373288204,10,Harlequin,1994
Merline Lovelace,Beauty And The Bodyguard  (Fortune'S Children) (Fortune's Children),037350179X,10,Harlequin,1996
Merline Lovelace,Bits and pieces (Kismet),1565970411,10,Meteor Publishing Corp,1993
Merrill F Elias,Basic processes in adult developmental psychology,0801615194,11,Mosby,1977
Merrill Windsor,America's Sunset Coast (Special Publications Series 13),0870442538,10,The Society,1978
Merritt Linn,A Book of Songs,0452254329,9,Penguin USA,1983
Mervin Keedy,"Algebra and Trigonometry, Unit Circle (6th Edition)",0201525178,10,Addison Wesley,1993
Mervin L. Keedy,Basic Mathematics,0201154307,10,Addison Wesley Publishing Company,1987
Mervin Laverne Keedy,Algebra & trigonometry: A functions approach,0201133253,10,Addison-Wesley,1986
Mervyn Blatch,A guide to London's churches,0094622205,12,Constable,1978
Meryl Cohn,"\Do What I Say\"": Ms. Behavior's Guide to Gay and Lesbian Etiquette""",0395745381,9,Houghton Mifflin Company,1995
Metsy Hingle,"And The Winner Gets...Married!  (Dynasties:  The Connellys) (Silhouette Desire, No. 1442)",0373764421,10,Silhouette,2002
Metsy Hingle,"Baby Bonus (The Baby Bank) (Desire, 1295)",037376295X,11,Silhouette,2000
Metsy Hingle,Behind the Mask,1551669269,9,Mira,2002
Meyer,7 Per Cent Solutn,0345298144,10,Not Avail,1981
Meyer,7 Per-Cent Solution,0345245504,9,Not Avail,1975
Mia Couto,A varanda do frangipani: Romance (Uma terra sem amos),9722110500,11,Caminho,1996
Mia Leonin,Braid: Poems (Florida Poetry Series),0938078577,11,Anhinga Press,1999
Mic Hunter,Abused Boys: The Neglected Victims of Sexual Abuse,0449906299,11,Ballantine Books,1991
Michael  Golay,A Ruined Land : The End of the Civil War,0471183679,12,Wiley,1999
Michael  Levine,A Branded World: Adventures in Public Relations and the Creation of Superbrands,0471263664,13,Wiley,2003
Michael  T. Greenwood,Braving the Void: Journeys into Healing,0969582218,11,New Century Press,1998
Michael A. Bellesiles,Arming America: The Origins of a National Gun Culture (Vintage),0375701982,9,Vintage Books USA,2001
Michael A. Black,A Killing Frost (Five Star First Edition Mystery Series),0786243090,13,Five Star (ME),2002
Michael A. Hiltzik,A Death in Kenya: The Murder of Julie Ward,038530191X,11,Bantam Dell Pub Group,1991
Michael A. Kahn,Bearing Witness: A Rachel Gold Novel (Rachel Gold Novels (Hardcover)),0312848838,12,Forge,2000
Michael A. Latorra,A Warrior Blends With Life: A Modern Tao,1556431600,13,North Atlantic Books,1993
Michael A. Stackpole,A Hero Born (Realms of Chaos: The First Book),0061056804,8,Eos,1997
Michael A. Stackpole,An Enemy Reborn (Realms of Chaos: The Second Book),0061056812,11,Eos,1998
Michael A. Stackpole,"Battleground: Tatooine (Star Wars: X-Wing Rogue Squadron, Volume 3)",156971276X,10,Dark Horse Comics,1998
Michael A. Stackpole,Blood Legacy (Battletech Blood of Kerensky Triology (Paperback)),0451453840,11,Roc,1995
Michael Aaron Rockland,A Bliss Case: A Novel,0918273552,8,Coffee House Press,1989
Michael Adamse,Anniversary: A Love Story,1558745424,12,Health Communications,1998
Michael Adler,Antique Typewriters: From Creed to QWERTY,0764301322,9,Schiffer Publishing,2000
Michael Alexander,Beowolf: A Verse Translation (Penguin Classics),0140449310,11,Penguin Books,2003
Michael Allaby,A Guide to Gaia: A Survey of the New Science of Our Living Earth,0525248226,11,Penguin USA,1990
Michael Allegretto,BLOOD RELATIVE (A JOCOB LOMAX MYSTERY) (Jacob Lomax Mystery),0684194090,11,Scribner,1992
Michael Allegretto,Blood Stone,0380711192,9,Harper Mass Market Paperbacks (Mm),1990
Michael Andaluz,Ascent Stage,1411601300,9,Lulu.com,2004
Michael Angerhausen,Anatomy of the Commodore 64,0916439003,10,Not Avail,1983
Michael Archer,Art Since 1960 (World of Art),0500202982,12,W W Norton  Co Inc,1997
Michael Armstrong,Agviq: The Whale,0445208481,11,Warner Books,1990
Michael Ashley,Algernon Blackwood: An Extraordinary Life,0786709286,9,Carroll  Graf Publishers,2002
Michael Aston,"Atlas of Archaeology: The Definitive Guide to the Location, History and Significance of the World's Most Important Archaeological Sites & Finds",0789431890,9,Dorling Kindersley Publishing,1998
Michael Barrier,A Smithsonian Book of Comic-Book Comics,0874742285,10,Smithsonian Books,1982
Michael Baumgardt,Adobe(R) Photoshop(R) 6.0 Web Design,0201721465,11,Pearson Education,2001
Michael Beer,Break the Rules in Selling: A Manual for the Advanced Salesperson,1852520787,12,Not Avail,1992
Michael Beschloss,At the Highest Levels: The Inside Story of the End of the Cold War,0316092819,9,Little Brown  Co,1993
Michael Bishop,Ancient of Days,0312890273,10,St Martins Pr,1995
Michael Bishop,Ancient of Days,0812531973,9,Tor Books,1986
Michael Blake,Airman Mortensen,0804111502,9,Ivy Books,1993
Michael Bloomberg,Bloomberg by Bloomberg,0471155454,11,John Wiley  Sons,1997
Michael Blumenthal,All My Mothers and Fathers: A Memoir,0060933925,12,Perennial,2003
Michael Bond,A Bear Called Paddington,0440404835,9,Yearling Books,1968
Michael Bond,A Bear Called Paddington,0618150714,9,Houghton Mifflin,2001
Michael Boorer,Animals (The Macmillan Colour Library),0333242327,10,Pan Macmillan,1978
Michael Borich,A Different Kind of Love,0451147189,11,New Amer Library,1987
Michael Brodsky,* * *: A Novel,1568580010,9,Pub Group West,1994
Michael Burns,Bader: The Man and His Men (Cassell Military Classics),0304350524,12,Cassell,1998
Michael C. Eberhardt,Against the Law,0451185498,10,Onyx Books,1996
Michael C. Eberhardt,Body of a Crime,0451405692,9,Onyx Books,1995
Michael C. Tang,A Victors Reflections,073520215X,12,Prentice Hall Art,2000
Michael C. White,A Brother's Blood: A Novel,0060186674,11,Harpercollins,1996
Michael C. White,A Brother's Blood: A Novel,006092859X,9,Perennial,1997
Michael C. White,A Dream of Wolves : A Novel,0060932368,13,Perennial,2002
Michael C. White,A Dream of Wolves: A Novel,0060194324,12,HarperCollins Publishers,2001
Michael C. White,Birch Lane Presents American Fiction: The Best Unpublished Short Stories by Emerging Writers (American Fiction),1559721219,12,Carol Publishing Corporation,1992
Michael Cader,"\But I Wouldn't Want to Live There!\"": Wicked Wisdom from Seasoned Travelers""",1561382809,11,Running Pr,1993
Michael Caine,Acting in Film: An Actor's Take on Movie Making (Applause Acting Series),0936839864,10,Applause Theatre  Cinema Book Publishers,1990
Michael Caine,And Not Many People Know This Either!: Michael Caine's Second Collection of Amazing Information,0340399821,12,Hodder  Stoughton General Division,1986
Michael Canada,Blood Moon,1413705855,8,Publishamerica,2004
Michael Card,A Violent Grace,1576736881,13,Multnomah,2000
Michael Chabon,A Model World and Other Stories,0688095534,11,Harpercollins,1991
Michael Coleman,A Silly Snowy Day,0439250013,12,Scholastic,2000
Michael Collins,Alessi,1858687373,9,Carlton Books,1999
Michael Collins,Blood Red Dream,0872168123,10,Playboy Mass Market Paperbacks,1981
Michael Connelly,A Darkness More Than Night,0316154075,9,Little Brown and Company,2001
Michael Connelly,A Darkness More Than Night,0446667900,8,Warner Vision,2002
Michael Connelly,A Darkness More Than Night,1570429715,11,Time Warner Audio Major,2001
Michael Connelly,A Darkness More Than Night,B0000AA9JB,13,Little Brown  Company,2001
Michael Connelly,Angels Flight,0754012816,12,Thorndike Pr,1999
Michael Connelly,Angels Flight (Detective Harry Bosch Mysteries),0316152196,10,Little Brown  Co,1999
Michael Connelly,Angels Flight (Detective Harry Bosch Mysteries),0446607274,11,Warner Books,2000
Michael Connelly,Angels Flight (Detective Harry Bosch Mysteries),1567404103,13,Brilliance Audio,1999
Michael Connelly,Blood Work,0446602620,10,Warner Books,1998
Michael Connelly,Blood Work,0446690449,13,Warner Books,2002
Michael Connelly,Blood Work,0613236882,11,Sagebrush Bound,2000
Michael Connelly,Blood Work (Blood Work),0316153990,12,"Little, Brown",1998
Michael Connelly,Blood Work (Nova Audiobooks),1561009881,9,Brilliance Audio - Trade,1998
Michael Connelly,Blood Work. Roman zum Film.,3453209435,13,Heyne,2002
Michael Conner,Archangel,0312857438,12,St Martins Pr,1995
Michael Cox,12 Victorian Ghost Stories,0192880268,13,Oxford Univ Pr,1997
Michael Cox,Asia (Airmail From...S.),043901221X,9,Scholastic Hippo,1999
Michael Craft,Bitch Slap : A Mark Manning Mystery,0312305303,12,St. Martin's Minotaur,2004
Michael Craft,Body Language (Mark Manning Mysteries (Kensington Paperback)),1575665549,10,Kensington Publishing Corporation,2000
Michael Craft,Boy Toy (Mark Manning Series),031226917X,8,St. Martin's Minotaur,2001
Michael Crichton,A Case of Need,0451183665,9,Signet Book,1994
Michael Crichton,A Case of Need,0451210638,9,Signet Book,2003
Michael Crichton,A Case of Need,0525938028,8,Penguin USA,1993
Michael Crichton,Airframe,0345402871,12,Ballantine Books,1997
Michael Crichton,Airframe,0613072103,10,Sagebrush Bound,1999
Michael Crichton,Airframe,0679446486,10,Alfred A. Knopf,1996
Michael Crichton,Airframe,0679452664,9,Random House Audio,1996
Michael Crichton,Airframe,0679457976,11,Random House Audio,1996
Michael Crichton,Airframe.,344244263X,12,Goldmann,1999
Michael Crichton,Andromeda Strain,0440101999,11,Bantam Doubleday Dell,1970
Michael Cross,After Human,0786012757,10,Pinnacle Books,2004
Michael Crummey,Arguments with Gravity (New Canadian Poets Series),1550821717,9,LPC Group,1996
Michael Cunningham,A Home at the End of the World,0553550020,11,Bantam Books,1992
Michael Cunningham,A Home at the End of the World : A Novel,0312424086,13,Picador,2004
Michael Cunningham,A Home at the End of the World: A Novel,0312202318,11,Picador USA,1998
Michael D Kudlick,Assembly language programming for the IBM systems 360 and 370,0697081427,12,W. C. Brown Co. Publishers,1980
Michael D. Resnick,Alternate Tyrants,0812548353,11,Tor Books,1997
Michael D'Antonio,Atomic Harvest: Hanford and the Lethal Toll of America's Nuclear Arsenal,0517589818,12,Random House Inc,1993
Michael Darl Witzel,Americana: Roadside Memories,0681626836,9,Lowe  B. Hould Publishers,2000
Michael Degen,Blondi.,3546003152,9,Claassen Verlag,2002
Michael Dibdin,A Long Finish,0375704019,11,Vintage,2000
Michael Dibdin,A Long Finish: An Aurelio Zen Mystery,0375404295,10,Random House Inc,1998
Michael Dibdin,A Rich Full Death (Vintage Crime/Black Lizard),0375706143,11,Vintage Books USA,1999
Michael Dibdin,And Then You Die : An Aurelio Zen Mystery,0375421882,9,Pantheon,2002
Michael Dibdin,Blood Rain: An Aurelio Zen Mystery (Vintage Crime/Black Lizard),0375708308,9,Vintage Books USA,2001
Michael Dimercurio,Attack of the Seawolf,0451180518,10,Onyx Books,1994
Michael Dimercurio,Barracuda Final Bearing,0451407423,9,Onyx Books,1997
Michael Dirda,An Open Book: Coming of Age in the Heartland,0393057569,11,W.W. Norton  Company,2003
Michael Dobbs,Acts of Betrayal,0002254131,10,Trafalgar Square,2000
Michael Domeyko Rowland,Absolute Happiness: The Way to a Life of Complete Fulfillment,1561702196,10,Hay House,1995
Michael Dorman,Blood and Revenge: A True Story of Small-Town Murder and Justice,0440209811,11,Dell Publishing Company,1991
Michael Dorris,A Yellow Raft in Blue Water,0446387878,12,Warner Books,1998
Michael Dorris,A Yellow Raft in Blue Water: A Novel,0312421850,12,Picador USA,2003
Michael Downey,Altogether Gift: A Trinitarian Spirituality,1570753334,12,Orbis Books,2000
Michael Downing,A narrow time (Vintage contemporaries),0394755685,9,Vintage Books,1987
Michael Downing,Breakfast with Scot,1582430276,9,Perseus Books Group,1999
Michael Downing,Breakfast with Scot,1582431264,12,Counterpoint Press,2001
Michael Drosnin,Bible Code II: The Countdown,0142003506,9,Penguin Books,2003
Michael Drosnin,Bible Code II: The Countdown,0670032107,11,Viking Books,2002
Michael E McGill,American business and the quick fix,0805007865,11,Holt,1988
Michael E. Goodman,Baseball's Best,0307117308,10,Golden Books,1990
Michael E. Kersjes,"A Smile As Big As the Moon: A Teacher, His Class and Their Unforgettable Journey",0312273142,13,St. Martin's Press,2002
Michael E. McGill,40 TO 60 YR MALE,0671251333,10,Simon  Schuster,1980
Michael Erlewine,"All Music Guide to Rock: The Experts' Guide to the Best Rock Recordings in Rock, Pop, Soul, R&B, and Rap (Amg All Music Guide Series)",0879304944,9,Backbeat Books,1997
Michael Erlewine,All Music Guide to the Blues: The Experts' Guide to the Best Blues Recordings (2nd Ed),0879305487,8,Backbeat Books,1999
Michael Erlewine,All Music Guide to the Blues: The Experts' Guide to the Best Blues Recordings (All Music Guide Series),0879304243,13,Pub Group West,1996
Michael F. Steltenkamp,Black Elk: Holy Man of the Oglala,0806125411,11,University of Oklahoma Press,1993
Michael Farquhar,A Treasury of Great American Scandals: Tantalizing True Tales of Historic Misbehavior by the Founding Fathers and Others Who Let Freedom Swing,0142001929,9,Penguin Books,2003
Michael Farquhar,"A Treasury of Royal Scandals: The Shocking True Stories of History's Wickedest, Weirdest, Most Wanton Kings, Queens, Tsars, Popes, and Emperors",0140280243,8,Penguin Putnam,2001
Michael Farris,Anonymous Tip,0805462937,12,Broadman  Holman Pub,1996
Michael Fillerup,Beyond the River,156085068X,9,Signature Books,1995
Michael Fleeman,"\If I Die...\"" : A True Story of Obsessive Love, Uncontrollable Greed, and Murder (St. Martin's True Crime Library)""",0312980469,11,St. Martin's True Crime,2002
Michael Flynn,"40 Tons Of Trouble (Women Who Dare) (Harlequin Super Romance, No 726)",0373707266,11,Harlequin,1997
Michael Flynn,"Baby Quilt (That'S My Baby!) (Special Edition, 1327)",0373243278,10,Silhouette,2000
Michael Flynn,"Black Sheep'S Bride  (The Whitaker Brides) (Silhouette Special Edition, No 1053)",0373240538,13,Silhouette,1996
Michael Foxton,Bedside Stories,1843540320,11,Guardian Books,2003
Michael Francis Gilbert,Blood and judgement,0893402885,12,J. Curley  Associates,1981
Michael Frayn,A Landing on the Sun,0670839329,11,Penguin USA,1992
Michael Fredrickson,A Cinderella Affidavit,0312867239,11,St Martins Pr,1999
Michael Fredrickson,A Cinderella Affidavit,0812580133,9,Tor Books,2000
Michael Fredrickson,A Defense for the Dead (Tom Doherty Associates Book),031287457X,10,Forge Books,2004
MICHAEL FRENCH,ABINGDONS,0752903667,9,Random House UK Ltd (A Division of Random House Group),1996
MICHAEL FRENCH,Abingdon's,0385143346,9,Doubleday,1979
Michael Fries,A Christian Guide to Prosperity,0961191058,8,Communications Research,1984
Michael G Kammen,"A rope of sand;: The colonial agents, British politics, and the American Revolution",0394719964,11,Vintage Books,1974
Michael Gallagher,"Aladdin \Monkey Business\"" (Disney's Action Club)""",1578400848,12,Acclaim Books,1997
MICHAEL GANNON,Black May : The Epic Story of the Allies' Defeat of the German U-Boats in May 1943,0440235642,10,Dell,1999
Michael Garland,Angel Cat,1563977265,12,Boyds Mills Press,1998
Michael Geller,A Corpse for a Candidate (Crime Courts),0843950072,9,Leisure Books,1986
Michael Gerber,Barry Trotter and the Unauthorized Parody,0743244281,8,Fireside,2002
Michael Gerber,Barry Trotter and the Unnecessary Sequel,0575075589,12,Gollancz,2003
Michael Gilbert,After the Fine Weather: A Perennial British Mystery,0060809353,11,HarperCollins Publishers,1988
Michael Gilbert,Be Shot for Sixpence: A Perennial British Mystery,0060809345,8,HarperCollins Publishers,1988
Michael Gillman,An Introduction to Ecological Modelling: Putting Practice into Theory (Methods in Ecology Series),0632036346,11,Blackwell Science,1997
Michael Glouberman,3rd Rock from the Sun: A Carsey-Werner Production,0060952288,12,Harpercollins,1996
Michael Goddart,Bliss: 33 Simple Ways to Awaken Your Spiritual Self,1579540791,8,Rodale Press,1999
Michael Golding,Benjamin's Gift,0446521108,11,Warner Books,1999
Michael Gorman,Anglo-American Cataloguing Rules,0838934854,12,American Library Association,1998
Michael Goulding,Amazon the Flooded Forest,0563207043,8,BBC Consumer Publishing,1989
Michael Grater,Alf Gorilla,0416064329,12,Egmont Childrens Books,1988
Michael Graubart Levin,Alive and Kicking: A Novel,0671731904,11,Simon  Schuster,1993
Michael Green,A Holiday by the Sea,1857762436,12,The Book Guild Ltd,1998
Michael Green,"Baptism: Its purpose, practice, & power",0830817131,10,InterVarsity Press,1987
Michael Gross,"Bob Dylan, an Illustrated History",0448171953,12,Berkley Pub Group (Mm),1980
Michael Gurian,"A Fine Young Man: What Parents, Mentors, and Educators Can Do to Shape Adolescent Boys in Exceptional Men",0874779693,11,Tarcher,1999
Michael Gurian,An American Mystic: A Novel of Spiritual Adventure,0670882968,11,Arkana,2000
Michael Gurian,Boys and Girls Learn Differently!: A Guide for Teachers and Parents,0787953431,9,Jossey-Bass,2001
Michael H. Abrams,A Glossary of Literary Terms,0030119537,13,Holt Rinehart and Winston,1989
Michael H. Popkin,"Active Teaching: Enhancing Discipline, Self-Esteem and Student Performance",1880283085,9,Active Parenting Publishers,1994
Michael Hague,A Child's Book of Prayers,0805057129,10,Henry Holt  Company,1998
Michael Hague,A Child's Book of Prayers (An Owlet Book),0805042555,9,Henry Holt and Co. (BYR),1995
Michael Hague,Aesop's Fables,0030020387,12,"Holt, Rinehart, and Winston",1985
Michael Hale,A Fold in the Tent of the Sky,0688157572,9,William Morrow  Company,1998
Michael Haley,Automaton Perfume: A First Collection of Poems,1414059183,9,1stBooks Library,2004
Michael Hamburger,Beethoven Letters Journals and Conversations,0500273243,13,W W Norton  Co Inc,1992
Michael Hammer,Beyond Reengineering : How the Processed-Centered Organization is Changing Our Work and Our Lives,0887308805,11,HarperBusiness,1997
Michael Holroyd,Basil Street Blues,0393048500,8,W.W. Norton  Company,2000
Michael Holroyd,Basil Street Blues: A Memoir,0393321746,9,W.W. Norton  Company,2001
Michael Holroyd,"Bernard Shaw: The Lure of Fantasy, 1918-1951 (Bernard Shaw)",0394575547,9,Random House Inc,1991
Michael Hornburg,Bongwater,0802134564,11,Grove Press,1996
Michael Howard Cohen,Beyond Complementary Medicine : Legal and Ethical Perspectives on Health Care and Human Evolution,0472111353,12,UMP,2000
Michael Ignatieff,Asja.,3442451094,8,Goldmann,2002
Michael Ignatieff,Asya: A Novel,0679406573,13,Random House Inc,1991
Michael Innes,A Comedy of Terrors,0140129197,13,Penguin USA,1987
Michael Innes,An Awkward Lie (Crime),0140036644,10,Penguin Books Ltd,1974
Michael Innes,Appleby and Honeybath,0396082475,11,"Dodd, Mead",1983
Michael Innes,Appleby's Answer,1842327143,9,House of Stratus,2000
Michael Innes,Appleby's Answer (Penguin Crime Fiction),0140039813,11,Penguin USA,1985
Michael Innes,Awkward Lie (Classic Crime S.),0140127852,12,Penguin USA,1991
Michael J Crosbie,Architecture Colors,089133212X,12,John Wiley  Sons,1993
Michael J Crosbie,Architecture Counts,0891332138,9,John Wiley  Sons,1993
Michael J Crosbie,Architecture Shapes,0891332111,11,John Wiley  Sons,1993
Michael J. Alexander,Beowulf: A Verse Translation (Penguin Classics),0140442685,11,Penguin Books,1973
Michael J. Fox,Back to the Future Part III,1558803726,9,MCA Home Video,1990
Michael J. Norden,Beyond Prozac : Antidotes for Modern Times,0060987073,12,Regan Books,1996
Michael J. Palmer,A Guide to Designing and Implementing Local and Wide Area Networks,0760010935,13,Course Technology,1999
Michael J. Rhein,Anatomy of the Lighthouse,1887354271,11,Grange Books,2001
Michael J. Sheeran,Beyond Majority Rule: Voteless Decisions in the Religious Society of Friends,0941308049,12,Philadelphia Yearly Meeting of Religious Soci,1983
"Michael J., M.D. Norden","Beyond Prozac: Brain-Toxic Lifestyles, Natural Antidotes & New Generation Antidepressants",0060391510,12,ReganBooks,1995
Michael Jahn,Armada,0449143880,13,Fawcett Books,1981
Michael Jan Friedman,"A Call to Darkness (Star Trek The Next Generation, Book 9)",0671687085,11,Star Trek,1989
Michael Jan Friedman,"A Call to Darkness (Star Trek The Next Generation, No 9)",0671741411,10,Star Trek,1991
Michael Jan Friedman,All Good Things... (Star Trek: The Next Generation),0671500147,10,Pocket Books,1994
Michael Jan Friedman,All Good Things... (Star Trek: The Next Generation),0671521489,11,Star Trek,1995
Michael Jan Friedman,Batman & Robin: The Novelization,0446604585,10,Warner Books,1997
Michael Jean De Forrest,Bottle cutting,0883651580,12,Galahad Books,1974
Michael Jecks,A Moorland Hanging (Medieval West Country Mystery),0747250715,11,Trafalgar Square Publishing,1996
Michael Jecks,Belladonna At Belstone,0747263612,10,Headline Book Publishing,2000
Michael Jenkins,A House in Flanders (Thorndike Large Print Basic),1560547979,9,MacMillan Publishing Company.,1993
Michael Joens,An Animated Death in Burbank : A Detective Sandra Cameron Mystery (Detective Sandra Cameron Mysteries),0312307160,10,St. Martin's Minotaur,2004
Michael John Langford,101 Essential Tips on Photography (101 Essential Tips),0789401746,8,DK Publishing Inc,1997
Michael John Langford,"Advanced Photography, Sixth Edition",0240514866,11,Focal Press,1998
Michael John Sullivan,"A Fatal Passion: The Story of Victoria Melita, the Uncrowned Last Empress of Russia",0679424008,9,Random House Inc,1997
Michael Johnstone,1000 Crazy Jokes for Kids,0345346947,9,Ballantine Books,1988
Michael K. Deaver,A Different Drummer : My Thirty Years with Ronald Reagan,0060957573,11,Perennial,2003
Michael K. Deaver,A Different Drummer: My Thirty Years with Ronald Reagan,0060197846,11,HarperCollins Publishers,2001
